clean_id,pa_id,ps_name,mpa_party,w1_s1_treat,w1_s2_treat,s1_phone_answer,s1_answered_question,s2_phone_answer,s2_answered_question,age,income_scale,educ_years,pmln_kp_govt,knows_president,mpa_therm,mpa_party_therm,voted,mpa_therm_end,mpa_party_therm_end,voted_end,party_vote_end,accountability_prospects_index_std_end,incumbent_evaluations_index_std_end,participation_index_std_end
e1_hh10_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H1_control,NA,NA,NA,NA,NA,50,3,10,2,4,7,7,1,4,2,1,1,-0.002112755555002789,-0.8036311846216232,-0.46253034818942657
e1_hh23_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H1_control,NA,NA,NA,NA,NA,40,2,0,3,5,9,7,1,1,2,1,5,-0.002112755555002789,-0.86675435616335506,-0.46253034818942657
e3_hh23_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H1_control,NA,NA,NA,NA,NA,30,4,0,1,3,2,1,0,1,1,1,1,0.08185581811036284,-1.1409336809851713,-0.46253034818942657
e3_hh27_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H1_control,NA,NA,NA,NA,NA,68,3,16,2,1,6,7,0,2,2,1,1,2.047840999847881,-0.781446360689607,0.8654701023398661
e4_hh7_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,TRUE,NA,NA,35,3,14,2,1,1,2,1,2,3,1,7,-1.425071559189737,-0.8928686656268152,-0.46253034818942657
e4_hh22_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H2_call,NA,1,NA,NA,NA,29,2,13,1,1,4,1,0,4,1,1,4,-0.32267121556566236,-0.6922088796844152,0.7342664926379137
e3_hh24_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,FALSE,NA,NA,50,2,0,1,2,1,10,1,10,10,1,6,0.814599229122449,1.7330111638875692,-0.46253034818942657
e1_hh19_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,FALSE,NA,NA,59,2,0,2,1,1,6,1,2,3,1,1,-0.633452542369705,-0.700067850747303,0.8654701023398661
e1_hh16_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H1_control,NA,NA,NA,NA,NA,47,2,10,2,1,7,7,1,4,2,1,1,0.24213504811569256,-0.8036311846216232,0.7342664926379137
e1_hh27_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H2_call,NA,1,NA,NA,NA,32,2,10,2,3,4,1,1,3,1,1,1,0.08185581811036284,-0.7775168751581633,-0.46253034818942657
e1_hh16_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,36,3,14,2,1,6,10,1,9,10,1,6,1.7741553932732124,1.454902353534309,0.7342664926379137
e1_hh25_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,FALSE,NA,NA,31,3,0,1,1,5,1,1,2,1,1,3,2.047840999847881,-0.8628248706319113,0.8654701023398661
e2_hh30_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,FALSE,NA,NA,40,2,10,1,1,8,4,0,1,4,1,1,-0.305236165033644,-0.7039973362787469,-0.46253034818942657
e3_hh10_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H2_call,NA,1,NA,NA,NA,45,3,16,2,1,4,4,0,3,4,1,1,-0.8777003460404004,-0.7261821602107631,0.8654701023398661
e2_hh30_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H2_call,NA,1,NA,NA,NA,45,1,9,2,1,6,1,0,2,1,1,1,0.19526219467970135,-1.0556256855114234,-0.46253034818942657
e4_hh12_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,0,FALSE,NA,NA,50,3,0,2,1,2,3,1,2,3,1,3,-0.7174211160350706,-0.8928686656268152,2.0622669431672063
e2_hh29_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H1_control,NA,NA,NA,NA,NA,65,3,16,2,1,5,6,1,2,2,1,5,0.9748784591277788,-0.781446360689607,-0.46253034818942657
e1_hh2_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,TRUE,NA,NA,55,3,0,2,1,6,6,1,2,2,1,5,0.33810637415301276,-0.781446360689607,0.7342664926379137
e4_hh3_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H2_call,NA,1,NA,NA,NA,40,2,14,3,3,1,3,1,NA,NA,NA,NA,NA,NA,NA
e1_hh4_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H2_call,NA,1,NA,NA,NA,23,4,14,2,3,6,4,0,2,4,1,1,-0.9616689197057661,-0.811490155684511,0.7342664926379137
e2_hh8_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,0,FALSE,NA,NA,48,2,0,2,3,5,4,1,1,4,1,1,1.4253035337675797,-0.896798151158259,-0.46253034818942657
e4_hh15_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H1_control,NA,NA,NA,NA,NA,45,2,7,2,4,7,10,1,10,10,1,6,-0.5200461658003666,1.7330111638875692,2.0622669431672063
e2_hh15_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H1_control,NA,NA,NA,NA,NA,30,2,14,2,1,1,4,1,2,4,1,1,0.06442076757834438,-0.811490155684511,0.8654701023398661
e1_hh7_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,0,FALSE,NA,NA,42,4,0,4,3,6,10,1,9,10,1,6,-0.11551913212434133,1.454902353534309,0.8654701023398661
e4_hh15_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,FALSE,NA,NA,50,4,14,2,1,5,3,1,5,3,1,1,1.4459390159371512,-0.6369446792055712,-0.46253034818942657
e4_hh10_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,FALSE,NA,NA,39,2,11,2,2,5,1,1,1,1,1,1,0.24213504811569256,-1.1409336809851713,0.7342664926379137
e4_hh2_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,TRUE,NA,NA,28,2,8,2,1,1,5,1,2,1,1,1,0.9574434085957603,-1.0556256855114234,-0.46253034818942657
e2_hh16_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,0,FALSE,NA,NA,25,3,14,2,3,2,6,1,1,3,1,1,-0.002112755555002789,-0.785375846221051,-0.46253034818942657
e3_hh6_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H1_control,NA,NA,NA,NA,NA,65,2,5,1,4,3,2,1,4,2,1,1,0.7011928525531107,-0.6108303697421111,0.7342664926379137
e1_hh19_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H1_control,NA,NA,NA,NA,NA,65,2,15,1,1,4,2,1,2,1,1,7,1.315097588835794,-0.8628248706319113,0.8654701023398661
e2_hh2_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,0,FALSE,NA,NA,77,2,10,1,1,3,1,0,4,1,1,1,0.46894780125436963,-0.6922088796844152,-0.46253034818942657
e1_hh13_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,FALSE,NA,NA,63,2,12,1,2,2,1,1,1,1,1,7,1.172253409362483,-1.1409336809851713,0.7342664926379137
e4_hh13_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,0,FALSE,NA,NA,53,3,0,1,2,1,1,1,2,1,1,1,-1.5264751833871208,-0.8628248706319113,-0.46253034818942657
e1_hh30_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,TRUE,NA,NA,30,3,10,2,1,1,3,0,2,3,1,7,-0.7348561665670889,-0.8928686656268152,-0.46253034818942657
e1_hh17_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,TRUE,NA,NA,40,3,12,1,1,7,7,1,1,3,1,7,-1.733627266828442,-0.785375846221051,-0.46253034818942657
e3_hh6_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H1_control,NA,NA,NA,NA,NA,60,2,12,2,4,2,1,1,1,1,1,1,-0.2932334126616895,-1.1409336809851713,-0.46253034818942657
e2_hh8_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H1_control,NA,NA,NA,NA,NA,50,3,12,2,4,6,6,1,2,2,1,5,-1.4893794631577468,-0.781446360689607,0.7342664926379137
e3_hh23_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,0,FALSE,NA,NA,67,1,10,1,1,4,1,0,4,1,1,5,-1.8121635423337434,-0.6922088796844152,-0.46253034818942657
e3_hh20_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H1_control,NA,NA,NA,NA,NA,23,3,14,2,2,5,3,1,3,3,1,4,-0.840604625811026,-0.8075606701530672,-0.46253034818942657
e1_hh1_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,0,FALSE,NA,NA,45,3,12,2,1,10,4,1,2,4,1,1,-0.5789217716083123,-0.811490155684511,-0.46253034818942657
e1_hh21_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H1_control,NA,NA,NA,NA,NA,30,2,14,2,1,5,1,1,1,3,1,7,1.529907589602517,-0.9781766611005632,-0.46253034818942657
e2_hh21_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,25,1,12,1,1,5,2,0,2,2,1,5,-0.7174211160350706,-0.781446360689607,-0.46253034818942657
e1_hh17_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H2_call,NA,1,NA,NA,NA,42,4,0,1,4,6,4,0,1,4,1,3,-0.40663978923102795,-0.7039973362787469,-0.46253034818942657
e1_hh30_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,30,2,11,2,1,3,8,1,4,1,1,1,-2.6757483804471867,-0.6922088796844152,-0.46253034818942657
e4_hh20_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H1_control,NA,NA,NA,NA,NA,60,1,14,1,1,3,4,1,3,4,1,5,-0.6508875929017234,-0.7261821602107631,-0.46253034818942657
e3_hh5_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H2_call,NA,1,NA,NA,NA,35,4,10,2,1,5,4,1,1,4,1,1,1.315097588835794,-0.896798151158259,0.7342664926379137
e2_hh22_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,FALSE,NA,NA,42,3,0,1,1,1,1,1,2,2,1,7,1.5593453925064897,-0.9742471755691192,-0.46253034818942657
e4_hh16_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,55,3,0,1,1,6,1,1,6,1,1,1,0.713195604925065,-0.7143937036164314,0.8654701023398661
e3_hh3_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,FALSE,NA,NA,39,4,12,1,1,3,8,1,9,9,1,6,-0.7642939694710619,1.5663246584715171,-0.46253034818942657
e3_hh25_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,75,4,14,2,4,5,5,0,2,1,1,3,1.7741553932732124,-1.0556256855114234,-0.46253034818942657
e2_hh3_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,FALSE,NA,NA,70,2,9,2,1,4,1,0,3,1,1,1,-1.585350789195067,-0.9703176900376754,2.0622669431672063
e3_hh6_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H1_control,NA,NA,NA,NA,NA,40,3,10,1,1,6,1,1,2,1,1,1,0.09929086864238121,-0.8628248706319113,-0.46253034818942657
e2_hh8_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H1_control,NA,NA,NA,NA,NA,40,3,14,2,1,5,4,1,2,2,1,4,0.9280056056917875,-0.9742471755691192,-0.46253034818942657
e3_hh11_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H2_call,NA,1,NA,NA,NA,44,5,10,2,1,8,1,1,1,1,1,1,-0.9834488052843376,-1.1409336809851713,-0.46253034818942657
e2_hh10_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H2_call,NA,1,NA,NA,NA,70,2,11,2,1,8,3,0,1,3,1,1,-0.5963568221403307,-0.9781766611005632,-0.46253034818942657
e1_hh12_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,FALSE,NA,NA,35,3,14,2,2,7,2,1,4,2,1,1,-0.49060836289639365,-0.6108303697421111,0.7342664926379137
e4_hh10_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H1_control,NA,NA,NA,NA,NA,60,1,14,1,1,6,2,1,2,2,1,5,-0.06700726450536446,-0.781446360689607,-0.46253034818942657
e4_hh24_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,0,FALSE,NA,NA,47,3,14,2,2,4,1,1,4,1,1,5,-0.8526073781829805,-0.8850096945639274,0.7342664926379137
e4_hh20_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,FALSE,NA,NA,62,1,0,1,2,4,1,1,4,1,1,1,0.9574434085957603,-0.6922088796844152,0.7342664926379137
e3_hh8_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,50,4,16,2,2,6,2,1,2,4,1,7,-0.37720198632705504,-0.6186893408049989,-0.46253034818942657
e2_hh13_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H2_call,NA,0,NA,NA,NA,40,3,0,2,1,6,8,0,1,2,1,3,-0.9365759518483463,-0.86675435616335506,0.7342664926379137
e2_hh25_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H1_control,NA,NA,NA,NA,NA,60,1,10,2,1,1,1,1,2,1,1,1,-0.9911067226097389,-1.0556256855114234,-0.46253034818942657
e1_hh30_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H2_call,NA,1,NA,NA,NA,29,2,10,1,1,1,1,1,1,1,1,5,0.3086685712490398,-1.1409336809851713,0.7342664926379137
e1_hh22_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H1_control,NA,NA,NA,NA,NA,65,2,0,2,4,6,4,1,6,4,1,1,-0.7271982492416876,-0.4702581737895191,0.7342664926379137
e2_hh15_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,0,FALSE,NA,NA,55,4,0,2,1,6,5,1,NA,NA,NA,NA,NA,NA,NA
e2_hh20_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,TRUE,NA,NA,61,1,0,1,1,1,3,1,2,3,1,1,-0.07842341189496692,-0.8928686656268152,0.7342664926379137
e4_hh21_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,60,1,14,1,1,6,5,1,NA,NA,NA,NA,NA,NA,NA
e3_hh26_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,40,4,0,1,3,1,3,0,1,3,1,3,1.0882848356971173,-0.785375846221051,-0.46253034818942657
e2_hh24_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,FALSE,NA,NA,63,2,0,1,1,9,3,1,1,3,1,1,1.172253409362483,-0.785375846221051,0.7342664926379137
e3_hh2_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H1_control,NA,NA,NA,NA,NA,60,3,14,1,2,5,4,1,1,4,1,1,0.47438009941443365,-0.7039973362787469,-0.46253034818942657
e1_hh11_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,FALSE,NA,NA,65,3,12,3,3,1,3,1,2,3,1,1,-1.0554146265777484,-0.8928686656268152,0.8654701023398661
e1_hh13_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,TRUE,NA,NA,30,3,13,2,1,5,1,1,2,1,1,3,0.7971641785904306,-1.0556256855114234,0.8654701023398661
e4_hh18_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,FALSE,NA,NA,67,3,10,2,2,5,4,0,3,4,1,4,-0.7642939694710619,-0.7261821602107631,0.8654701023398661
e1_hh22_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,TRUE,NA,NA,30,3,12,2,1,2,1,1,1,1,1,1,0.4940407691117894,-0.9481328661056593,0.7342664926379137
e3_hh4_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H1_control,NA,NA,NA,NA,NA,34,2,12,1,3,8,3,0,1,3,1,1,-0.7348561665670889,-0.9781766611005632,-0.46253034818942657
e2_hh13_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H1_control,NA,NA,NA,NA,NA,56,3,8,1,1,7,1,1,2,1,1,5,-0.8777003460404004,-0.8628248706319113,0.8654701023398661
e3_hh22_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,FALSE,NA,NA,66,1,11,2,3,10,4,1,2,4,1,1,1.315097588835794,-0.811490155684511,-0.46253034818942657
e1_hh24_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,TRUE,NA,NA,40,2,11,2,1,2,8,1,2,2,1,3,-0.9540110023803645,-0.588645545810095,-0.46253034818942657
e4_hh22_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H1_control,NA,NA,NA,NA,NA,70,3,0,2,1,9,3,0,1,3,1,5,0.2966658188770853,-0.9781766611005632,0.7342664926379137
e2_hh25_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H1_control,NA,NA,NA,NA,NA,37,3,0,3,4,9,2,1,2,2,1,7,1.8210282467092038,-0.781446360689607,-0.46253034818942657
e2_hh9_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,FALSE,NA,NA,35,3,10,1,3,3,1,1,4,1,1,1,0.33810637415301276,-0.8850096945639274,0.8654701023398661
e1_hh28_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,FALSE,NA,NA,56,2,12,1,3,5,2,1,1,2,1,1,-0.9660137547523189,-0.86675435616335506,-0.46253034818942657
e4_hh28_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,FALSE,NA,NA,61,1,0,3,2,4,4,1,3,4,1,1,0.713195604925065,-0.7261821602107631,0.7342664926379137
e4_hh8_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,50,3,12,1,3,1,1,1,2,1,1,1,-1.0085417731417574,-0.8628248706319113,0.7342664926379137
e2_hh9_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H2_call,NA,1,NA,NA,NA,53,2,0,1,1,10,1,1,2,1,1,1,-0.7174211160350706,-0.8628248706319113,-0.46253034818942657
e1_hh3_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,40,3,16,2,1,7,8,1,1,2,1,4,-0.3346739679376167,-0.673953541283843,2.0622669431672063
e4_hh11_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H1_control,NA,NA,NA,NA,NA,25,3,0,1,1,1,1,1,2,1,1,1,-1.2527895768124526,-0.8628248706319113,-0.46253034818942657
e1_hh6_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H2_call,NA,1,NA,NA,NA,60,3,10,1,4,5,6,1,2,3,1,3,0.45694504888241516,-0.8928686656268152,0.8654701023398661
e1_hh1_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,FALSE,NA,NA,63,2,0,2,4,5,7,1,2,2,1,4,-0.48295044557099215,-0.9742471755691192,0.8654701023398661
e2_hh26_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,28,5,16,2,1,4,10,1,10,10,1,6,-1.7707229870578163,1.7330111638875692,-0.46253034818942657
e3_hh24_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H1_control,NA,NA,NA,NA,NA,70,3,16,2,1,5,7,0,2,2,1,3,-0.13295418265635975,-0.781446360689607,0.7342664926379137
e1_hh27_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,52,3,14,2,1,5,5,1,1,1,1,1,2.780584410859967,-1.1409336809851713,0.7342664926379137
e4_hh9_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,FALSE,NA,NA,30,2,11,3,2,8,5,0,1,1,1,3,-0.7937317723750347,-0.9481328661056593,-0.46253034818942657
e3_hh1_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H2_call,NA,0,NA,NA,NA,53,2,0,1,2,5,2,1,1,2,1,1,2.2920888035185762,-0.86675435616335506,-0.46253034818942657
e3_hh22_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,FALSE,NA,NA,40,3,10,1,1,10,2,1,2,2,1,1,1.172253409362483,-0.9742471755691192,-0.46253034818942657
e4_hh16_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,TRUE,NA,NA,50,3,5,3,4,10,4,1,2,4,1,1,0.7677263756864577,-0.6186893408049989,0.8654701023398661
e2_hh17_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H1_control,NA,NA,NA,NA,NA,75,4,0,1,1,5,3,0,1,3,1,1,0.09929086864238121,-0.785375846221051,0.8654701023398661
e1_hh2_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H2_call,NA,1,NA,NA,NA,60,2,12,2,1,5,3,1,2,3,1,4,1.9344346232785425,-0.8928686656268152,-0.46253034818942657
e1_hh13_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H1_control,NA,NA,NA,NA,NA,40,2,10,2,4,7,7,1,7,7,1,1,-0.27579836212967107,-0.14081464848885883,0.7342664926379137
e4_hh8_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,TRUE,NA,NA,67,2,0,1,1,5,1,1,1,1,1,1,-0.4535126426670193,-0.9481328661056593,0.7342664926379137
e4_hh17_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,FALSE,NA,NA,30,1,12,2,1,10,2,1,2,2,1,1,0.22469999758367418,-0.781446360689607,0.7342664926379137
e1_hh14_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H1_control,NA,NA,NA,NA,NA,30,3,0,2,1,7,7,1,4,2,1,1,-0.7937317723750347,-0.8036311846216232,0.8654701023398661
e3_hh4_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,FALSE,NA,NA,55,3,0,1,3,8,3,1,1,3,1,1,0.09929086864238121,-0.785375846221051,-0.46253034818942657
e4_hh3_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,TRUE,NA,NA,20,3,14,2,1,2,1,1,1,3,1,7,0.03498296467437156,-0.9781766611005632,-0.46253034818942657
e4_hh15_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H1_control,NA,NA,NA,NA,NA,55,2,14,2,1,1,1,1,2,1,1,1,0.9280056056917875,-1.0556256855114234,-0.46253034818942657
e4_hh25_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,0,FALSE,NA,NA,24,1,10,1,1,1,1,1,1,1,1,3,0.9454406562238061,-0.9481328661056593,-0.46253034818942657
e1_hh18_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H2_call,NA,0,NA,NA,NA,40,3,10,3,1,4,3,1,3,3,1,1,-0.16239198556033255,-0.614759855273555,-0.46253034818942657
e2_hh20_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,55,2,0,2,1,7,9,0,2,1,1,4,-0.9714460529123831,-1.0556256855114234,-0.46253034818942657
e4_hh16_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H2_call,NA,1,NA,NA,NA,41,3,8,2,2,1,1,1,1,1,1,5,-1.1219481497110957,-0.9481328661056593,-0.46253034818942657
e3_hh12_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,25,4,10,2,1,7,4,1,4,4,1,1,1.5767804430385082,-0.44807334985750297,-0.46253034818942657
e4_hh10_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,41,4,10,1,3,1,1,1,2,1,1,1,0.21269724521171973,-1.0556256855114234,-0.46253034818942657
